rule,normalized_support,coverage,h_value,ch_value,oh_value,normalized_oh_value
comcp >= 0.5 & thalcp >= 1.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalachcp >= 110.0 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & thalachcp >= 110.0 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalachcp >= 110.0 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalachcp >= 110.0 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalachcp >= 110.0 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & thalachcp >= 110.0 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.18796992481203,1.0,0.18796992481203,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
comcp >= 0.5 & thalcp >= 1.5 & agecp >= 37.5 & agecp < 56.5 & comcp < 1.5 & thalcp < 2.5,0.8333333333333334,0.1729323308270676,1.0,0.1729323308270676,0.8333333333333334,0.011850993487379969
thalcp >= 1.5 & thalachcp >= 110.0 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.7819548872180451,0.8253968253968254,0.645423081513307,0.8253968253968254,0.011738126882738254
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.7443609022556391,0.8181818181818182,0.6090225563909775,0.8181818181818182,0.011635520878518515
comcp >= 0.5 & thalcp >= 1.5 & agecp < 56.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.4511278195488721,0.967741935483871,0.436575309240844,0.8064516129032259,0.011468703374883841
comcp >= 0.5 & thalcp >= 1.5 & thalachcp >= 110.0 & agecp < 56.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.4511278195488721,0.967741935483871,0.436575309240844,0.8064516129032259,0.011468703374883841
comcp >= 0.5 & thalcp >= 1.5 & agecp >= 37.5 & agecp < 56.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.4210526315789473,0.9655172413793104,0.4065335753176043,0.8045977011494253,0.01144233853953928
comcp >= 0.5 & thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & agecp < 56.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,0.8333333333333334,0.4210526315789473,0.9655172413793104,0.4065335753176043,0.8045977011494253,0.01144233853953928
thalcp >= 1.5 & thalcp < 2.5 & oldpeakcp < 2.3499999999999996,1.0,0.7894736842105263,0.8015267175572519,0.6327842507030936,0.8015267175572519,0.011398665491678443
