rule,normalized_support,coverage,h_value,ch_value,oh_value,normalized_ch_value
comcp < 0.5,0.5,0.7155963302752294,0.7090909090909091,0.5074228523769808,0.3545454545454545,0.0375644296721742
agecp >= 37.5 & comcp < 0.5,0.5,0.6972477064220184,0.7102803738317757,0.4952413615707794,0.3551401869158878,0.036662635926488045
thalcp >= 2.5,0.5,0.6146788990825688,0.7528089887640449,0.462735800432945,0.3764044943820224,0.034256254622223134
comcp < 1.5,0.5,0.7981651376146789,0.5761589403973509,0.4598699799501792,0.2880794701986754,0.034044098406803114
thalcp >= 1.5 & comcp < 0.5,0.5,0.6513761467889908,0.7029702970297029,0.4578980833863202,0.3514851485148514,0.033898119230960144
sexcp >= 0.5,1.0,0.8165137614678899,0.559748427672956,0.4570422941549824,0.559748427672956,0.033834765295984205
comcp < 0.5 & thalachcp < 160.5,0.5,0.5963302752293578,0.7647058823529411,0.4560172692930382,0.3823529411764705,0.03375888287531994
agecp >= 37.5 & comcp < 1.5,0.5,0.7798165137614679,0.5821917808219178,0.4540027648611285,0.2910958904109589,0.03360974944606608
sexcp >= 0.5 & agecp >= 37.5,1.0,0.7981651376146789,0.5686274509803921,0.4538586076632487,0.5686274509803921,0.03359907751259653
oldpeakcp >= 0.55 & comcp < 0.5,0.5,0.5504587155963303,0.821917808219178,0.4524318210380796,0.410958904109589,0.033493452735180035
oldpeakcp >= 0.55 & sexcp >= 0.5,0.75,0.6238532110091743,0.723404255319149,0.4512980675385517,0.5425531914893618,0.03340952115149378
oldpeakcp >= 0.55,0.75,0.7522935779816514,0.5985401459854015,0.4502779079890177,0.4489051094890511,0.033333998909100965
oldpeakcp >= 0.55 & agecp >= 37.5 & comcp < 0.5,0.5,0.5412844036697247,0.8309859154929577,0.4497997157255459,0.4154929577464789,0.0332985984150814
oldpeakcp >= 0.55 & agecp >= 37.5,0.75,0.7431192660550459,0.6044776119402985,0.4491989593317814,0.4533582089552238,0.03325412451880739
agecp >= 37.5,1.0,0.981651376146789,0.4572649572649572,0.4488747745628479,0.4572649572649572,0.03323012517408662
oldpeakcp >= 0.55 & sexcp >= 0.5 & agecp >= 37.5,0.75,0.6146788990825688,0.7282608695652174,0.447646589549262,0.5461956521739131,0.033139202841063684
thalachcp < 160.5,1.0,0.7889908256880734,0.5657894736842105,0.4464027040077257,0.5657894736842105,0.03304711820055845
thalcp >= 1.5 & agecp >= 37.5 & comcp < 0.5,0.5,0.6330275229357798,0.7040816326530612,0.445703051862947,0.3520408163265306,0.0329953230682257
thalcp >= 2.5 & agecp >= 37.5,0.5,0.5963302752293578,0.7471264367816092,0.4455341136771064,0.3735632183908046,0.032982816602324085
comcp < 1.5 & thalachcp < 160.5,0.5,0.6422018348623854,0.693069306930693,0.4450903805976928,0.3465346534653465,0.032949967115989826
sexcp >= 0.5 & thalachcp < 160.5,1.0,0.6422018348623854,0.693069306930693,0.4450903805976928,0.693069306930693,0.032949967115989826
sexcp >= 0.5 & comcp < 0.5,0.5,0.5596330275229358,0.7922077922077922,0.4433456451805075,0.3961038961038961,0.03282080464219033
thalcp >= 2.5 & oldpeakcp >= 0.55,0.5,0.5045871559633027,0.873015873015873,0.4405125964758992,0.4365079365079365,0.03261107451607642
agecp >= 37.5 & comcp < 0.5 & thalachcp < 160.5,0.5,0.5779816513761468,0.7590361445783133,0.4387089642975572,0.3795180722891566,0.032477551924808765
oldpeakcp >= 0.55 & comcp < 1.5 & thalachcp < 160.5,0.5,0.5229357798165137,0.8382352941176471,0.4383432271991365,0.4191176470588235,0.032450476468022044
exangcp >= 0.5 & comcp < 0.5,0.5,0.4862385321100917,0.8983050847457628,0.4367905457938112,0.4491525423728814,0.032335531720893665
oldpeakcp >= 0.55 & comcp < 0.5 & thalachcp < 160.5,0.5,0.5045871559633027,0.859375,0.4336295871559633,0.4296875,0.032101526476762725
oldpeakcp >= 0.55 & thalachcp < 160.5,0.75,0.6422018348623854,0.6730769230769231,0.4322512350035286,0.5048076923076923,0.031999487295336276
agecp >= 37.5 & thalachcp < 160.5,1.0,0.7706422018348624,0.56,0.431559633027523,0.56,0.03194828811566374
thalcp >= 2.5 & oldpeakcp >= 0.55 & agecp >= 37.5,0.5,0.4954128440366973,0.8709677419354839,0.4314886060964782,0.4354838709677419,0.031943030003728966
