rule,normalized_support,coverage,h_value,ch_value,oh_value,normalized_normalized_support
thalachcp >= 110.0 & agecp >= 37.5,1.0,0.8623853211009175,0.4272727272727272,0.3684737281067556,0.4272727272727272,0.020512820512820513
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & thalachcp < 160.5,1.0,0.5779816513761468,0.5080645161290323,0.293651968037881,0.5080645161290323,0.020512820512820513
thalcp >= 1.5 & thalachcp >= 110.0 & thalachcp < 160.5,1.0,0.5963302752293578,0.5158730158730159,0.3076306975389544,0.5158730158730159,0.020512820512820513
agecp >= 37.5,1.0,0.981651376146789,0.4572649572649572,0.4488747745628479,0.4572649572649572,0.020512820512820513
thalcp >= 1.5 & agecp >= 37.5 & thalachcp < 160.5,1.0,0.6788990825688074,0.5441176470588235,0.3694009713977333,0.5441176470588235,0.020512820512820513
thalcp >= 1.5 & thalachcp < 160.5,1.0,0.6972477064220184,0.5507246376811594,0.3839914904932855,0.5507246376811594,0.020512820512820513
thalachcp >= 110.0 & agecp >= 37.5 & thalachcp < 160.5,1.0,0.6513761467889908,0.5220588235294118,0.3400566648677819,0.5220588235294118,0.020512820512820513
thalcp >= 1.5 & thalachcp >= 110.0,1.0,0.8073394495412844,0.4093023255813953,0.3304459142308513,0.4093023255813953,0.020512820512820513
thalachcp >= 110.0,1.0,0.8807339449541285,0.4210526315789473,0.3708353452438435,0.4210526315789473,0.020512820512820513
agecp >= 37.5 & thalachcp < 160.5,1.0,0.7706422018348624,0.56,0.431559633027523,0.56,0.020512820512820513
thalachcp < 160.5,1.0,0.7889908256880734,0.5657894736842105,0.4464027040077257,0.5657894736842105,0.020512820512820513
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5,1.0,0.7889908256880734,0.4154589371980676,0.3277932898993928,0.4154589371980676,0.020512820512820513
thalcp >= 1.5,1.0,0.908256880733945,0.4361233480176211,0.3961120316857293,0.4361233480176211,0.020512820512820513
thalcp >= 1.5 & agecp >= 37.5,1.0,0.8899082568807339,0.4429223744292237,0.3941602781617862,0.4429223744292237,0.020512820512820513
thalachcp >= 110.0 & thalachcp < 160.5,1.0,0.6697247706422018,0.5289855072463768,0.3542746975136285,0.5289855072463768,0.020512820512820513
agecp >= 56.5 & thalcp >= 1.5 & thalachcp >= 110.0 & thalachcp < 160.5,0.75,0.3669724770642202,0.5797101449275363,0.212737667863316,0.4347826086956522,0.015384615384615385
thalcp >= 1.5 & thalachcp >= 110.0 & agecp >= 37.5 & oldpeakcp < 2.3499999999999996,0.75,0.5412844036697247,0.3277777777777778,0.177420998980632,0.2458333333333333,0.015384615384615385
oldpeakcp >= 0.55 & agecp >= 37.5,0.75,0.7431192660550459,0.6044776119402985,0.4491989593317814,0.4533582089552238,0.015384615384615385
agecp >= 56.5 & thalcp >= 1.5 & thalachcp < 160.5,0.75,0.4403669724770642,0.6153846153846154,0.2709950599858857,0.4615384615384615,0.015384615384615385
thalcp >= 1.5 & thalachcp >= 110.0 & cholcp < 272.5,0.75,0.5688073394495413,0.389937106918239,0.2217990883388148,0.2924528301886793,0.015384615384615385
agecp >= 56.5 & thalcp >= 1.5 & thalachcp >= 110.0 & oldpeakcp < 2.3499999999999996,0.75,0.3302752293577982,0.4675324675324675,0.154414392946503,0.3506493506493506,0.015384615384615385
agecp >= 56.5 & thalachcp >= 110.0 & oldpeakcp < 2.3499999999999996,0.75,0.3669724770642202,0.4761904761904761,0.1747487986020096,0.3571428571428571,0.015384615384615385
oldpeakcp >= 0.55,0.75,0.7522935779816514,0.5985401459854015,0.4502779079890177,0.4489051094890511,0.015384615384615385
oldpeakcp >= 0.55 & thalachcp >= 110.0,0.75,0.6422018348623854,0.56,0.3596330275229358,0.42,0.015384615384615385
oldpeakcp >= 0.55 & thalachcp >= 110.0 & agecp >= 37.5,0.75,0.6330275229357798,0.5655737704918032,0.3580237629718754,0.4241803278688524,0.015384615384615385
oldpeakcp >= 0.55 & thalcp >= 1.5,0.75,0.6697247706422018,0.584,0.3911192660550458,0.4379999999999999,0.015384615384615385
trestbpscp >= 129.0 & thalcp >= 1.5 & thalachcp >= 110.0 & thalachcp < 160.5,0.75,0.3027522935779816,0.5,0.1513761467889908,0.375,0.015384615384615385
agecp >= 56.5 & thalachcp >= 110.0 & thalachcp < 160.5,0.75,0.4128440366972477,0.5844155844155844,0.241272488978911,0.4383116883116883,0.015384615384615385
agecp >= 56.5 & thalachcp < 160.5,0.75,0.4954128440366973,0.6206896551724138,0.3074976273331224,0.4655172413793104,0.015384615384615385
